1540,1.58E-07
1540.02,1.65E-07
1540.04,6.75E-08
1540.06,1.95E-07
1540.08,1.29E-07
1540.1,1.35E-07
1540.12,1.68E-07
1540.14,1.49E-07
1540.16,1.45E-07
1540.18,1.61E-07
1540.2,1.62E-07
1540.22,2.10E-07
1540.24,1.63E-07
1540.26,1.84E-07
1540.28,1.45E-07
1540.3,1.41E-07
1540.32,1.72E-07
1540.34,1.30E-07
1540.36,1.97E-07
1540.38,1.53E-07
1540.4,2.03E-07
1540.42,1.54E-07
1540.44,1.18E-07
1540.46,1.94E-07
1540.48,1.81E-07
1540.5,1.60E-07
1540.52,2.06E-07
1540.54,1.49E-07
1540.56,1.33E-07
1540.58,1.23E-07
1540.6,1.32E-07
1540.62,1.11E-07
1540.64,2.04E-07
1540.66,1.27E-07
1540.68,1.89E-07
1540.7,1.55E-07
1540.72,9.56E-08
1540.74,1.30E-07
1540.76,1.22E-07
1540.78,1.51E-07
1540.8,2.06E-07
1540.82,1.57E-07
1540.84,1.04E-07
1540.86,2.04E-07
1540.88,2.08E-07
1540.9,1.83E-07
1540.92,1.74E-07
1540.94,1.45E-07
1540.96,1.86E-07
1540.98,1.16E-07
1541,2.05E-07
1541.02,1.78E-07
1541.04,1.85E-07
1541.06,1.78E-07
1541.08,1.13E-07
1541.1,1.43E-07
1541.12,1.87E-07
1541.14,1.80E-07
1541.16,1.91E-07
1541.18,1.60E-07
1541.2,1.53E-07
1541.22,2.05E-07
1541.24,1.14E-07
1541.26,1.22E-07
1541.28,1.76E-07
1541.3,1.29E-07
1541.32,1.77E-07
1541.34,1.40E-07
1541.36,1.93E-07
1541.38,1.11E-07
1541.4,1.93E-07
1541.42,1.17E-07
1541.44,2.08E-07
1541.46,1.75E-07
1541.48,1.36E-07
1541.5,1.31E-07
1541.52,1.86E-07
1541.54,1.20E-07
1541.56,1.27E-07
1541.58,1.29E-07
1541.6,1.35E-07
1541.62,1.45E-07
1541.64,2.08E-07
1541.66,1.08E-07
1541.68,1.69E-07
1541.7,1.38E-07
1541.72,1.30E-07
1541.74,1.39E-07
1541.76,1.13E-07
1541.78,1.89E-07
1541.8,1.42E-07
1541.82,1.37E-07
1541.84,1.27E-07
1541.86,1.65E-07
1541.88,2.08E-07
1541.9,1.14E-07
1541.92,2.04E-07
1541.94,1.81E-07
1541.96,1.71E-07
1541.98,2.02E-07
1542,1.95E-07
1542.02,2.23E-07
1542.04,1.16E-07
1542.06,1.10E-07
1542.08,2.09E-07
1542.1,1.54E-07
1542.12,1.92E-07
1542.14,1.13E-07
1542.16,1.83E-07
1542.18,2.10E-07
1542.2,1.65E-07
1542.22,1.83E-07
1542.24,1.67E-07
1542.26,1.08E-07
1542.28,1.54E-07
1542.3,1.85E-07
1542.32,1.43E-07
1542.34,1.18E-07
1542.36,1.21E-07
1542.38,2.04E-07
1542.4,2.20E-07
1542.42,1.79E-07
1542.44,1.15E-07
1542.46,1.40E-07
1542.48,1.84E-07
1542.5,1.41E-07
1542.52,1.72E-07
1542.54,1.87E-07
1542.56,2.02E-07
1542.58,1.59E-07
1542.6,2.13E-07
1542.62,2.02E-07
1542.64,1.31E-07
1542.66,1.60E-07
1542.68,1.63E-07
1542.7,2.08E-07
1542.72,1.32E-07
1542.74,2.30E-07
1542.76,1.43E-07
1542.78,1.79E-07
1542.8,1.49E-07
1542.82,1.60E-07
1542.84,1.96E-07
1542.86,1.64E-07
1542.88,2.07E-07
1542.9,2.05E-07
1542.92,1.90E-07
1542.94,2.04E-07
1542.96,2.00E-07
1542.98,1.63E-07
1543,1.36E-07
1543.02,2.06E-07
1543.04,1.64E-07
1543.06,2.24E-07
1543.08,2.06E-07
1543.1,1.22E-07
1543.12,1.64E-07
1543.14,1.62E-07
1543.16,1.42E-07
1543.18,2.08E-07
1543.2,2.18E-07
1543.22,2.33E-07
1543.24,2.46E-07
1543.26,2.16E-07
1543.28,2.37E-07
1543.3,1.56E-07
1543.32,1.48E-07
1543.34,1.35E-07
1543.36,1.60E-07
1543.38,2.37E-07
1543.4,2.04E-07
1543.42,2.12E-07
1543.44,2.63E-07
1543.46,1.70E-07
1543.48,1.43E-07
1543.5,2.22E-07
1543.52,1.73E-07
1543.54,2.43E-07
1543.56,2.09E-07
1543.58,2.27E-07
1543.6,1.45E-07
1543.62,1.87E-07
1543.64,2.39E-07
1543.66,2.49E-07
1543.68,1.84E-07
1543.7,2.50E-07
1543.72,1.82E-07
1543.74,2.18E-07
1543.76,1.39E-07
1543.78,2.33E-07
1543.8,1.71E-07
1543.82,2.04E-07
1543.84,1.81E-07
1543.86,1.49E-07
1543.88,1.90E-07
1543.9,1.56E-07
1543.92,1.89E-07
1543.94,1.90E-07
1543.96,1.22E-07
1543.98,2.06E-07
1544,2.07E-07
1544.02,2.21E-07
1544.04,1.45E-07
1544.06,1.69E-07
1544.08,2.14E-07
1544.1,2.27E-07
1544.12,2.30E-07
1544.14,1.97E-07
1544.16,2.03E-07
1544.18,1.99E-07
1544.2,1.88E-07
1544.22,1.54E-07
1544.24,1.94E-07
1544.26,2.40E-07
1544.28,2.55E-07
1544.3,1.37E-07
1544.32,1.42E-07
1544.34,2.62E-07
1544.36,2.32E-07
1544.38,1.97E-07
1544.4,1.81E-07
1544.42,2.30E-07
1544.44,1.49E-07
1544.46,2.34E-07
1544.48,1.87E-07
1544.5,2.11E-07
1544.52,2.01E-07
1544.54,2.14E-07
1544.56,1.75E-07
1544.58,1.77E-07
1544.6,1.79E-07
1544.62,2.01E-07
1544.64,2.21E-07
1544.66,1.57E-07
